,suite_id,sample_id,code,value,character
13915,91,5,8,7,七
9349,4,9,4,3,三
9427,47,7,4,3,三
11136,20,6,6,5,五
11223,29,3,6,5,五
8981,98,10,3,2,二
6637,66,7,1,0,零
4905,90,5,14,14,万
6088,16,8,1,0,零
11958,95,8,6,5,五
3498,53,8,13,13,千
786,8,6,10,9,九
6579,60,9,1,0,零
14531,57,10,9,8,八
9087,16,7,4,3,三
3900,90,1,13,13,千
3424,47,4,13,13,千
4625,65,5,14,14,万
6551,59,10,1,0,零
6840,85,1,1,0,零
4418,46,8,14,14,万
12633,66,3,7,6,六
5669,69,9,15,15,亿
13717,73,7,8,7,七
461,50,10,10,9,九
12735,75,5,7,6,六
9095,17,5,4,3,三
1904,90,4,11,10,十
6651,68,10,1,0,零
8827,83,7,3,2,二
12185,25,5,7,6,六
286,34,6,10,9,九
14941,94,10,9,8,八
798,80,8,10,9,九
642,67,2,10,9,九
11966,96,6,6,5,五
152,22,2,10,9,九
8972,97,2,3,2,二
11254,31,4,6,5,五
12516,55,6,7,6,六
4048,12,8,14,14,万
10278,33,8,5,4,四
908,90,8,10,9,九
4737,75,7,14,14,万
3682,70,2,13,13,千
8088,16,8,3,2,二
9855,86,5,4,3,三
897,9,7,10,9,九
9304,36,4,4,3,三
13894,9,4,8,7,七
6646,67,6,1,0,零
7364,41,4,2,1,一
10948,94,8,5,4,四
1916,91,6,11,10,十
7161,23,10,2,1,一
9697,71,7,4,3,三
11011,10,10,6,5,五
4766,78,6,14,14,万
2468,50,8,12,12,百
10508,54,8,5,4,四
14741,76,10,9,8,八
8509,54,9,3,2,二
10773,79,3,5,4,四
12138,20,8,7,6,六
1371,42,10,11,10,十
11540,58,1,6,5,五
6087,16,7,1,0,零
2088,16,8,12,12,百
3261,32,10,13,13,千
13101,18,10,8,7,七
3065,14,5,13,13,千
6351,40,10,1,0,零
13276,33,6,8,7,七
7503,54,3,2,1,一
276,33,6,10,9,九
3853,86,3,13,13,千
9887,89,7,4,3,三
3162,23,2,13,13,千
318,37,8,10,9,九
5815,82,5,15,15,亿
709,72,9,10,9,九
3557,59,7,13,13,千
11083,16,3,6,5,五
13649,67,9,8,7,七
11945,94,5,6,5,五
14240,30,1,9,8,八
6635,66,5,1,0,零
5492,53,2,15,15,亿
6917,91,7,1,0,零
11544,58,4,6,5,五
2796,80,6,12,12,百
794,80,4,10,9,九
8499,53,9,3,2,二
1284,34,4,11,10,十
506,54,6,10,9,九
8950,95,1,3,2,二
4390,44,1,14,14,万
8298,35,8,3,2,二
8090,17,1,3,2,二
13834,84,4,8,7,七
10868,87,8,5,4,四
10538,57,8,5,4,四
840,85,1,10,9,九
11542,58,2,6,5,五
1431,48,10,11,10,十
3297,35,7,13,13,千
10292,35,2,5,4,四
6960,96,1,1,0,零
557,59,7,10,9,九
357,40,7,10,9,九
3581,61,10,13,13,千
7875,88,5,2,1,一
5355,40,5,15,15,亿
2150,22,1,12,12,百
2398,44,8,12,12,百
12860,87,1,7,6,六
186,25,6,10,9,九
2747,76,7,12,12,百
8283,34,3,3,2,二
2253,31,3,12,12,百
13487,52,7,8,7,七
14030,11,1,9,8,八
10321,38,10,5,4,四
3935,93,5,13,13,千
962,96,2,10,9,九
8859,86,9,3,2,二
9337,39,7,4,3,三
13650,68,1,8,7,七
1479,51,9,11,10,十
4978,97,8,14,14,万
2111,19,10,12,12,百
13695,71,5,8,7,七
13799,80,9,8,7,七
1542,58,2,11,10,十
12396,44,6,7,6,六
10990,99,1,5,4,四
7580,61,1,2,1,一
2160,23,1,12,12,百
3987,98,7,13,13,千
9973,97,3,4,3,三
5167,23,7,15,15,亿
13497,53,7,8,7,七
9045,12,5,4,3,三
3976,97,6,13,13,千
6659,68,9,1,0,零
10286,34,6,5,4,四
5784,8,4,15,15,亿
9908,90,8,4,3,三
811,82,10,10,9,九
14706,72,6,9,8,八
1940,94,1,11,10,十
11676,7,6,6,5,五
11645,67,5,6,5,五
2112,19,2,12,12,百
8148,21,8,3,2,二
3034,11,4,13,13,千
10303,36,3,5,4,四
3895,9,5,13,13,千
2229,29,9,12,12,百
14897,9,7,9,8,八
14742,76,2,9,8,八
10406,45,6,5,4,四
2011,10,10,12,12,百
10238,3,8,5,4,四
6497,53,7,1,0,零
7348,4,8,2,1,一
3433,48,3,13,13,千
6860,87,1,1,0,零
6114,19,4,1,0,零
2559,59,9,12,12,百
12864,87,4,7,6,六
3726,74,6,13,13,千
8998,99,8,3,2,二
11587,61,7,6,5,五
10891,9,10,5,4,四
7367,41,7,2,1,一
13261,32,10,8,7,七
11710,73,1,6,5,五
9122,2,2,4,3,三
4771,79,10,14,14,万
9983,98,3,4,3,三
2381,43,10,12,12,百
5417,46,7,15,15,亿
10642,67,2,5,4,四
1310,37,1,11,10,十
7029,100,9,2,1,一
14318,37,8,9,8,八
11546,58,6,6,5,五
9763,78,3,4,3,三
8965,96,5,3,2,二
12872,88,2,7,6,六
3343,4,3,13,13,千
13036,11,6,8,7,七
1463,50,3,11,10,十
3029,100,9,13,13,千
2929,92,9,12,12,百
72,15,2,10,9,九
10843,85,3,5,4,四
7287,34,7,2,1,一
12183,25,3,7,6,六
10240,30,1,5,4,四
5950,95,1,15,15,亿
6313,37,3,1,0,零
3625,65,5,13,13,千
4456,5,6,14,14,万
3989,98,9,13,13,千
4644,67,4,14,14,万
2631,66,10,12,12,百
12504,54,4,7,6,六
6017,10,7,1,0,零
2196,26,6,12,12,百
2012,10,2,12,12,百
13365,41,5,8,7,七
6406,45,6,1,0,零
6574,60,4,1,0,零
6789,8,9,1,0,零
6968,96,8,1,0,零
6305,36,5,1,0,零
14653,68,3,9,8,八
14477,51,7,9,8,八
12739,75,9,7,6,六
10038,11,8,5,4,四
13366,41,6,8,7,七
5676,7,6,15,15,亿
12370,42,1,7,6,六
14685,70,5,9,8,八
1694,71,4,11,10,十
11838,84,8,6,5,五
11315,37,5,6,5,五
11131,20,10,6,5,五
7566,6,6,2,1,一
2294,35,4,12,12,百
10714,73,4,5,4,四
5087,16,7,15,15,亿
872,88,2,10,9,九
9197,26,7,4,3,三
1142,21,2,11,10,十
5867,87,7,15,15,亿
5611,64,10,15,15,亿
5866,87,6,15,15,亿
155,22,5,10,9,九
10219,28,9,5,4,四
2769,78,9,12,12,百
7045,12,5,2,1,一
11529,56,9,6,5,五
10048,12,8,5,4,四
8548,58,8,3,2,二
14593,62,3,9,8,八
11190,26,1,6,5,五
14298,35,8,9,8,八
11865,87,5,6,5,五
3181,25,10,13,13,千
829,83,9,10,9,九
3947,94,7,13,13,千
8780,8,1,3,2,二
2149,21,9,12,12,百
2332,39,2,12,12,百
7109,18,9,2,1,一
9069,14,9,4,3,三
7634,66,4,2,1,一
14039,11,9,9,8,八
4613,64,3,14,14,万
1513,55,3,11,10,十
11959,95,9,6,5,五
12692,71,2,7,6,六
11548,58,8,6,5,五
2505,54,5,12,12,百
9322,38,2,4,3,三
8632,66,2,3,2,二
10325,38,5,5,4,四
1074,15,4,11,10,十
14027,100,7,9,8,八
6730,75,1,1,0,零
12934,93,4,7,6,六
13671,7,10,8,7,七
6640,67,1,1,0,零
697,71,7,10,9,九
13627,65,7,8,7,七
2620,65,1,12,12,百
7358,40,8,2,1,一
9205,27,5,4,3,三
5441,49,10,15,15,亿
6254,31,4,1,0,零
9647,67,7,4,3,三
3786,8,6,13,13,千
5363,41,3,15,15,亿
3822,83,2,13,13,千
12541,58,10,7,6,六
11756,77,6,6,5,五
8031,11,10,3,2,二
2784,8,4,12,12,百
2041,12,10,12,12,百
1108,18,8,11,10,十
11530,57,1,6,5,五
29,100,9,10,9,九
700,72,1,10,9,九
8359,40,9,3,2,二
1621,65,10,11,10,十
6604,63,4,1,0,零
4896,9,6,14,14,万
10763,78,3,5,4,四
14917,91,7,9,8,八
7350,40,1,2,1,一
9537,57,7,4,3,三
12580,61,1,7,6,六
6746,76,6,1,0,零
8114,19,4,3,2,二
10044,12,4,5,4,四
6426,47,6,1,0,零
4007,1,7,14,14,万
8935,93,5,3,2,二
14328,38,8,9,8,八
9506,54,6,4,3,三
2462,50,2,12,12,百
8184,25,4,3,2,二
7617,64,7,2,1,一
7009,1,9,2,1,一
1879,88,9,11,10,十
6787,8,7,1,0,零
4375,42,5,14,14,万
3820,83,1,13,13,千
9064,14,4,4,3,三
1977,97,7,11,10,十
13445,49,5,8,7,七
7902,90,2,2,1,一
7226,29,6,2,1,一
2755,77,5,12,12,百
217,28,7,10,9,九
3919,91,9,13,13,千
1625,65,5,11,10,十
14429,47,9,9,8,八
10354,40,4,5,4,四
8228,29,8,3,2,二
3222,29,2,13,13,千
7880,89,1,2,1,一
9026,100,6,4,3,三
3173,24,3,13,13,千
1448,49,8,11,10,十
3950,95,1,13,13,千
13154,22,4,8,7,七
9035,11,5,4,3,三
1953,95,3,11,10,十
2339,39,9,12,12,百
13916,91,6,8,7,七
14515,55,5,9,8,八
13395,44,5,8,7,七
9880,89,1,4,3,三
14157,22,7,9,8,八
10954,95,4,5,4,四
10374,42,4,5,4,四
3352,40,2,13,13,千
2190,26,1,12,12,百
514,55,4,10,9,九
3314,37,4,13,13,千
10455,5,5,5,4,四
7973,97,3,2,1,一
1277,33,7,11,10,十
6683,70,3,1,0,零
92,17,2,10,9,九
13104,18,4,8,7,七
7158,22,8,2,1,一
12948,94,8,7,6,六
1848,85,8,11,10,十
13041,12,10,8,7,七
6754,77,4,1,0,零
8407,45,7,3,2,二
3812,82,2,13,13,千
3435,48,5,13,13,千
11082,16,2,6,5,五
3194,26,4,13,13,千
5359,40,9,15,15,亿
7801,81,10,2,1,一
2191,26,10,12,12,百
8198,26,8,3,2,二
10770,79,1,5,4,四
3400,45,1,13,13,千
4441,49,10,14,14,万
2602,63,2,12,12,百
9627,65,7,4,3,三
527,56,7,10,9,九
13738,75,8,8,7,七
12477,51,7,7,6,六
11320,38,1,6,5,五
8683,70,3,3,2,二
3493,53,3,13,13,千
1105,18,5,11,10,十
14187,25,7,9,8,八
6699,71,9,1,0,零
173,24,3,10,9,九
2209,27,9,12,12,百
13608,63,8,8,7,七
3728,74,8,13,13,千
3456,5,6,13,13,千
862,87,2,10,9,九
12332,39,2,7,6,六
2020,100,1,12,12,百
12518,55,8,7,6,六
4395,44,5,14,14,万
10614,64,4,5,4,四
4649,67,9,14,14,万
6603,63,3,1,0,零
12206,27,6,7,6,六
4780,8,1,14,14,万
3653,68,3,13,13,千
1771,79,10,11,10,十
3587,61,7,13,13,千
8167,23,7,3,2,二
1475,51,5,11,10,十
3060,14,1,13,13,千
3543,58,3,13,13,千
11407,45,7,6,5,五
7702,72,2,2,1,一
5482,52,2,15,15,亿
2449,49,9,12,12,百
13541,58,10,8,7,七
200,27,1,10,9,九
4671,7,10,14,14,万
5253,31,3,15,15,亿
4848,85,8,14,14,万
67,14,7,10,9,九
14287,34,7,9,8,八
14500,54,1,9,8,八
1225,29,5,11,10,十
14556,59,6,9,8,八
1701,72,10,11,10,十
9601,63,10,4,3,三
1840,85,1,11,10,十
6945,94,5,1,0,零
13298,35,8,8,7,七
14126,2,6,9,8,八
12089,16,9,7,6,六
14227,29,7,9,8,八
14943,94,3,9,8,八
4110,19,1,14,14,万
12581,61,10,7,6,六
5231,3,10,15,15,亿
10031,11,10,5,4,四
14842,85,2,9,8,八
14816,82,6,9,8,八
5883,89,3,15,15,亿
4925,92,5,14,14,万
7577,60,7,2,1,一
9398,44,8,4,3,三
9190,26,1,4,3,三
3040,12,1,13,13,千
261,32,10,10,9,九
6414,46,4,1,0,零
5035,11,5,15,15,亿
4164,23,4,14,14,万
10930,93,1,5,4,四
2938,93,8,12,12,百
1843,85,3,11,10,十
12360,41,1,7,6,六
4579,60,9,14,14,万
5180,25,1,15,15,亿
3680,70,1,13,13,千
153,22,3,10,9,九
14979,97,9,9,8,八
607,63,7,10,9,九
12171,24,10,7,6,六
14252,31,2,9,8,八
7404,45,4,2,1,一
9290,35,1,4,3,三
351,40,10,10,9,九
1039,11,9,11,10,十
5996,99,6,15,15,亿
1251,31,10,11,10,十
3036,11,6,13,13,千
7539,57,9,2,1,一
5054,13,4,15,15,亿
1234,3,4,11,10,十
5916,91,6,15,15,亿
14511,55,10,9,8,八
991,99,10,10,9,九
2693,71,3,12,12,百
10539,57,9,5,4,四
291,35,10,10,9,九
2374,42,4,12,12,百
8545,58,5,3,2,二
5453,5,3,15,15,亿
8574,60,4,3,2,二
5380,43,1,15,15,亿
4826,83,6,14,14,万
1515,55,5,11,10,十
5490,53,1,15,15,亿
3118,19,8,13,13,千
6938,93,8,1,0,零
6575,60,5,1,0,零
11065,14,5,6,5,五
14367,41,7,9,8,八
7588,61,8,2,1,一
3669,69,9,13,13,千
13389,43,9,8,7,七
13644,67,4,8,7,七
9947,94,7,4,3,三
13286,34,6,8,7,七
5079,15,9,15,15,亿
474,51,4,10,9,九
1185,25,5,11,10,十
7905,90,5,2,1,一
14048,12,8,9,8,八
12054,13,4,7,6,六
12210,28,1,7,6,六
2221,29,10,12,12,百
12318,37,8,7,6,六
14873,88,3,9,8,八
9789,8,9,4,3,三
12265,32,5,7,6,六
12988,98,8,7,6,六
1990,99,1,11,10,十
12732,75,2,7,6,六
14314,37,4,9,8,八
8560,6,1,3,2,二
11216,28,6,6,5,五
6580,61,1,1,0,零
8779,79,9,3,2,二
11240,30,1,6,5,五
9016,10,6,4,3,三
7982,98,2,2,1,一
6547,58,7,1,0,零
3449,49,9,13,13,千
12388,43,8,7,6,六
12042,12,2,7,6,六
6794,80,4,1,0,零
3740,76,1,13,13,千
11410,46,1,6,5,五
3375,42,5,13,13,千
3643,67,3,13,13,千
1244,30,4,11,10,十
3432,48,2,13,13,千
1993,99,3,11,10,十
1056,13,6,11,10,十
14193,26,3,9,8,八
11231,3,10,6,5,五
14140,21,1,9,8,八
13814,82,4,8,7,七
13073,15,3,8,7,七
8612,64,2,3,2,二
4397,44,7,14,14,万
11226,29,6,6,5,五
6123,2,3,1,0,零
4071,15,10,14,14,万
6543,58,3,1,0,零
2025,100,5,12,12,百
10500,54,1,5,4,四
1015,10,5,11,10,十
14069,14,9,9,8,八
13105,18,5,8,7,七
3461,50,10,13,13,千
12223,29,3,7,6,六
12915,91,5,7,6,六
14323,38,3,9,8,八
13468,50,8,8,7,七
2717,73,7,12,12,百
3570,60,1,13,13,千
13744,76,4,8,7,七
4449,49,9,14,14,万
13171,24,10,8,7,七
11694,71,4,6,5,五
8528,56,8,3,2,二
13931,93,10,8,7,七
7947,94,7,2,1,一
5711,73,10,15,15,亿
13952,95,2,8,7,七
6810,82,1,1,0,零
12466,50,6,7,6,六
5422,47,2,15,15,亿
5348,4,8,15,15,亿
7174,24,4,2,1,一
4692,71,2,14,14,万
295,35,5,10,9,九
1657,68,7,11,10,十
14106,18,6,9,8,八
3080,16,1,13,13,千
4725,74,5,14,14,万
14289,34,9,9,8,八
3736,75,6,13,13,千
11510,55,1,6,5,五
9459,5,9,4,3,三
14645,67,5,9,8,八
11023,100,3,6,5,五
1378,42,8,11,10,十
5595,62,5,15,15,亿
9756,77,6,4,3,三
7139,20,9,2,1,一
12044,12,4,7,6,六
13076,15,6,8,7,七
7020,100,1,2,1,一
5064,14,4,15,15,亿
12698,71,8,7,6,六
14053,13,3,9,8,八
13776,79,6,8,7,七
14073,15,3,9,8,八
11833,84,3,6,5,五
13208,27,8,8,7,七
10019,10,9,5,4,四
6652,68,2,1,0,零
3813,82,3,13,13,千
9187,25,7,4,3,三
10236,3,6,5,4,四
12951,95,10,7,6,六
1329,38,9,11,10,十
7360,41,1,2,1,一
8165,23,5,3,2,二
7556,59,6,2,1,一
7729,74,9,2,1,一
11618,64,8,6,5,五
9835,84,5,4,3,三
4474,51,4,14,14,万
412,46,2,10,9,九
4833,84,3,14,14,万
729,74,9,10,9,九
5176,24,6,15,15,亿
4074,15,4,14,14,万
2000,1,1,12,12,百
9357,40,7,4,3,三
5686,70,6,15,15,亿
11049,12,9,6,5,五
3182,25,2,13,13,千
3776,79,6,13,13,千
7917,91,7,2,1,一
10224,29,4,5,4,四
5067,14,7,15,15,亿
5415,46,5,15,15,亿
2586,61,6,12,12,百
14278,33,8,9,8,八
4947,94,7,14,14,万
8546,58,6,3,2,二
5255,31,5,15,15,亿
5692,71,2,15,15,亿
5744,76,4,15,15,亿
11324,38,4,6,5,五
933,93,3,10,9,九
13138,20,8,8,7,七
13384,43,4,8,7,七
14937,93,7,9,8,八
2738,75,8,12,12,百
2703,72,3,12,12,百
8243,30,3,3,2,二
13290,35,1,8,7,七
12367,41,7,7,6,六
11147,21,7,6,5,五
4034,11,4,14,14,万
2708,72,8,12,12,百
8602,63,2,3,2,二
2761,78,10,12,12,百
14630,66,1,9,8,八
6108,18,8,1,0,零
5233,3,3,15,15,亿
12890,9,1,7,6,六
9888,89,8,4,3,三
11641,67,10,6,5,五
4540,58,1,14,14,万
7819,82,9,2,1,一
13661,69,10,8,7,七
6873,88,3,1,0,零
2159,22,9,12,12,百
4681,70,10,14,14,万
10886,89,6,5,4,四
3335,39,5,13,13,千
10822,83,2,5,4,四
2481,52,10,12,12,百
1045,12,5,11,10,十
6470,51,1,1,0,零
7701,72,10,2,1,一
4873,88,3,14,14,万
694,71,4,10,9,九
9665,69,5,4,3,三
6033,11,3,1,0,零
8968,96,8,3,2,二
14782,8,2,9,8,八
51,13,10,10,9,九
13182,25,2,8,7,七
1696,71,6,11,10,十
4412,46,2,14,14,万
13474,51,4,8,7,七
10436,48,6,5,4,四
980,98,1,10,9,九
3847,85,7,13,13,千
1790,80,1,11,10,十
7312,37,2,2,1,一
1265,32,5,11,10,十
9474,51,4,4,3,三
9524,56,4,4,3,三
1956,95,6,11,10,十
917,91,7,10,9,九
4337,39,7,14,14,万
7814,82,4,2,1,一
1742,76,2,11,10,十
6083,16,3,1,0,零
1182,25,2,11,10,十
8325,38,5,3,2,二
4086,16,6,14,14,万
1333,39,3,11,10,十
880,89,1,10,9,九
12220,29,1,7,6,六
7761,78,10,2,1,一
10674,7,4,5,4,四
12835,84,5,7,6,六
2931,93,10,12,12,百
4849,85,9,14,14,万
8887,89,7,3,2,二
13470,51,1,8,7,七
6892,9,2,1,0,零
4381,43,10,14,14,万
6612,64,2,1,0,零
9788,8,8,4,3,三
3169,23,9,13,13,千
1122,2,2,11,10,十
2037,11,7,12,12,百
3202,27,2,13,13,千
4871,88,10,14,14,万
9033,11,3,4,3,三
14947,94,7,9,8,八
5700,72,1,15,15,亿
12888,89,8,7,6,六
13580,61,1,8,7,七
12412,46,2,7,6,六
3509,54,9,13,13,千
7272,33,2,2,1,一
54,13,4,10,9,九
5361,41,10,15,15,亿
14857,86,7,9,8,八
8226,29,6,3,2,二
12946,94,6,7,6,六
14418,46,8,9,8,八
14356,40,6,9,8,八
1322,38,2,11,10,十
8222,29,2,3,2,二
479,51,9,10,9,九
3654,68,4,13,13,千
533,57,3,10,9,九
2764,78,4,12,12,百
11211,28,10,6,5,五
14795,80,5,9,8,八
803,81,3,10,9,九
3626,65,6,13,13,千
12228,29,8,7,6,六
8710,73,1,3,2,二
14359,40,9,9,8,八
12524,56,4,7,6,六
4196,26,6,14,14,万
3809,81,9,13,13,千
8253,31,3,3,2,二
7709,72,9,2,1,一
12324,38,4,7,6,六
11561,6,10,6,5,五
10761,78,10,5,4,四
2605,63,5,12,12,百
6314,37,4,1,0,零
2328,38,8,12,12,百
11170,24,1,6,5,五
9150,22,1,4,3,三
12706,72,6,7,6,六
861,87,10,10,9,九
4975,97,5,14,14,万
539,57,9,10,9,九
6068,14,8,1,0,零
6136,20,6,1,0,零
14818,82,8,9,8,八
2733,75,3,12,12,百
13224,29,4,8,7,七
2488,52,8,12,12,百
14787,8,7,9,8,八
13635,66,5,8,7,七
9959,95,9,4,3,三
8358,40,8,3,2,二
1926,92,6,11,10,十
8523,56,3,3,2,二
3296,35,6,13,13,千
12070,15,1,7,6,六
5660,69,1,15,15,亿
6961,96,10,1,0,零
4778,79,8,14,14,万
3942,94,2,13,13,千
1484,52,4,11,10,十
6319,37,9,1,0,零
11021,100,10,6,5,五
9199,26,9,4,3,三
1202,27,2,11,10,十
12365,41,5,7,6,六
14506,54,6,9,8,八
12107,18,7,7,6,六
14127,2,7,9,8,八
14773,79,3,9,8,八
12949,94,9,7,6,六
1140,21,1,11,10,十
8285,34,5,3,2,二
12617,64,7,7,6,六
963,96,3,10,9,九
4830,84,1,14,14,万
1147,21,7,11,10,十
10631,66,10,5,4,四
9704,72,4,4,3,三
11452,5,2,6,5,五
6946,94,6,1,0,零
9118,19,8,4,3,三
8874,88,4,3,2,二
2498,53,8,12,12,百
6671,7,10,1,0,零
6208,27,8,1,0,零
11249,30,9,6,5,五
12679,7,9,7,6,六
13693,71,3,8,7,七
12813,82,3,7,6,六
2225,29,5,12,12,百
6308,36,8,1,0,零
8134,20,4,3,2,二
9072,15,2,4,3,三
7492,53,2,2,1,一
1693,71,3,11,10,十
4479,51,9,14,14,万
10831,84,10,5,4,四
1836,84,6,11,10,十
6694,71,4,1,0,零
2165,23,5,12,12,百
687,70,7,10,9,九
3633,66,3,13,13,千
10124,2,4,5,4,四
5984,98,4,15,15,亿
3027,100,7,13,13,千
5917,91,7,15,15,亿
2601,63,10,12,12,百
9224,29,4,4,3,三
9508,54,8,4,3,三
14890,9,1,9,8,八
7151,22,10,2,1,一
10895,9,5,5,4,四
2306,36,6,12,12,百
661,69,10,10,9,九
4881,89,10,14,14,万
11816,82,6,6,5,五
10796,80,6,5,4,四
6618,64,8,1,0,零
12187,25,7,7,6,六
10442,49,2,5,4,四
14930,93,1,9,8,八
7253,31,3,2,1,一
9801,81,10,4,3,三
11818,82,8,6,5,五
6283,34,3,1,0,零
5525,56,5,15,15,亿
678,7,8,10,9,九
9257,31,7,4,3,三
1749,76,9,11,10,十
783,8,3,10,9,九
11600,63,1,6,5,五
8833,84,3,3,2,二
14496,53,6,9,8,八
3026,100,6,13,13,千
1737,75,7,11,10,十
409,45,9,10,9,九
10741,76,10,5,4,四
502,54,2,10,9,九
13508,54,8,8,7,七
8335,39,5,3,2,二
11765,78,5,6,5,五
3711,73,10,13,13,千
8893,9,3,3,2,二
5045,12,5,15,15,亿
13315,37,5,8,7,七
7431,48,10,2,1,一
9432,48,2,4,3,三
2065,14,5,12,12,百
14113,19,3,9,8,八
7127,2,7,2,1,一
1503,54,3,11,10,十
6970,97,1,1,0,零
3473,51,3,13,13,千
11752,77,2,6,5,五
680,70,1,10,9,九
7578,60,8,2,1,一
9978,97,8,4,3,三
13602,63,2,8,7,七
10731,75,10,5,4,四
1442,49,2,11,10,十
10397,44,7,5,4,四
4179,24,9,14,14,万
4407,45,7,14,14,万
12102,18,2,7,6,六
891,9,10,10,9,九
13313,37,3,8,7,七
14054,13,4,9,8,八
10260,32,1,5,4,四
4045,12,5,14,14,万
12565,6,5,7,6,六
2026,100,6,12,12,百
6010,10,1,1,0,零
3497,53,7,13,13,千
1171,24,10,11,10,十
2355,40,5,12,12,百
1526,56,6,11,10,十
2793,80,3,12,12,百
14067,14,7,9,8,八
14128,2,8,9,8,八
10802,81,2,5,4,四
13021,100,10,8,7,七
13751,77,10,8,7,七
1700,72,1,11,10,十
9662,69,2,4,3,三
8069,14,9,3,2,二
988,98,8,10,9,九
10542,58,2,5,4,四
3617,64,7,13,13,千
7507,54,7,2,1,一
4798,80,8,14,14,万
11832,84,2,6,5,五
3564,6,4,13,13,千
10405,45,5,5,4,四
14734,75,4,9,8,八
6658,68,8,1,0,零
3891,9,10,13,13,千
8355,40,5,3,2,二
14594,62,4,9,8,八
6686,70,6,1,0,零
11720,74,1,6,5,五
11541,58,10,6,5,五
8791,80,10,3,2,二
14839,84,9,9,8,八
4460,50,1,14,14,万
12112,19,2,7,6,六
10986,98,6,5,4,四
4380,43,1,14,14,万
8746,76,6,3,2,二
14001,1,10,9,8,八
8826,83,6,3,2,二
12921,92,10,7,6,六
481,52,10,10,9,九
2262,32,2,12,12,百
7695,71,5,2,1,一
8299,35,9,3,2,二
9656,68,6,4,3,三
9259,31,9,4,3,三
14275,33,5,9,8,八
11115,19,5,6,5,五
10785,8,5,5,4,四
9641,67,10,4,3,三
4632,66,2,14,14,万
8759,77,9,3,2,二
1114,19,4,11,10,十
4365,41,5,14,14,万
10206,27,6,5,4,四
6900,90,1,1,0,零
11192,26,2,6,5,五
4443,49,3,14,14,万
8918,91,8,3,2,二
6339,39,9,1,0,零
8135,20,5,3,2,二
8655,68,5,3,2,二
1433,48,3,11,10,十
5951,95,10,15,15,亿
3798,80,8,13,13,千
14612,64,2,9,8,八
4125,2,5,14,14,万
8466,50,6,3,2,二
8036,11,6,3,2,二
5409,45,9,15,15,亿
8728,74,8,3,2,二
14108,18,8,9,8,八
12595,62,5,7,6,六
2636,66,6,12,12,百
13473,51,3,8,7,七
3332,39,2,13,13,千
8023,100,3,3,2,二
3053,13,3,13,13,千
7907,90,7,2,1,一
5279,33,9,15,15,亿
2438,48,8,12,12,百
1626,65,6,11,10,十
4359,40,9,14,14,万
6399,44,9,1,0,零
2077,15,7,12,12,百
12255,31,5,7,6,六
6227,29,7,1,0,零
2285,34,5,12,12,百
10713,73,3,5,4,四
14201,27,10,9,8,八
13320,38,1,8,7,七
11653,68,3,6,5,五
4539,57,9,14,14,万
6620,65,1,1,0,零
209,27,9,10,9,九
10972,97,2,5,4,四
10755,77,5,5,4,四
5313,37,3,15,15,亿
9909,90,9,4,3,三
3109,18,9,13,13,千
8108,18,8,3,2,二
3944,94,4,13,13,千
13825,83,5,8,7,七
8212,28,2,3,2,二
13967,96,7,8,7,七
5387,43,7,15,15,亿
8627,65,7,3,2,二
13329,38,9,8,7,七
5056,13,6,15,15,亿
4673,7,3,14,14,万
4298,35,8,14,14,万
7950,95,1,2,1,一
14779,79,9,9,8,八
13385,43,5,8,7,七
7384,43,4,2,1,一
2401,45,10,12,12,百
11591,62,10,6,5,五
12896,9,6,7,6,六
485,52,5,10,9,九
4549,58,9,14,14,万
5809,81,9,15,15,亿
11234,3,4,6,5,五
4658,68,8,14,14,万
2877,88,7,12,12,百
14141,21,10,9,8,八
7398,44,8,2,1,一
9531,57,10,4,3,三
13439,48,9,8,7,七
2959,95,9,12,12,百
6392,44,2,1,0,零
4306,36,6,14,14,万
11917,91,7,6,5,五
7,1,7,10,9,九
3198,26,8,13,13,千
8259,31,9,3,2,二
5794,80,4,15,15,亿
9617,64,7,4,3,三
9826,83,6,4,3,三
2614,64,4,12,12,百
10120,2,1,5,4,四
2345,4,5,12,12,百
2618,64,8,12,12,百
7168,23,8,2,1,一
11153,22,3,6,5,五
1153,22,3,11,10,十
12284,34,4,7,6,六
5049,12,9,15,15,亿
6473,51,3,1,0,零
5201,27,10,15,15,亿
8757,77,7,3,2,二
1800,81,1,11,10,十
6,1,6,10,9,九
14955,95,5,9,8,八
11421,47,10,6,5,五
8387,43,7,3,2,二
9981,98,10,4,3,三
8070,15,1,3,2,二
3063,14,3,13,13,千
9173,24,3,4,3,三
2184,25,4,12,12,百
6576,60,6,1,0,零
7244,30,4,2,1,一
9178,24,8,4,3,三
5367,41,7,15,15,亿
9355,40,5,4,3,三
11091,17,10,6,5,五
1161,23,10,11,10,十
4233,3,3,14,14,万
5872,88,2,15,15,亿
8282,34,2,3,2,二
13668,69,8,8,7,七
4959,95,9,14,14,万
11952,95,2,6,5,五
3870,88,1,13,13,千
11415,46,5,6,5,五
11496,53,6,6,5,五
2194,26,4,12,12,百
5639,66,9,15,15,亿
4976,97,6,14,14,万
6778,79,8,1,0,零
4532,57,2,14,14,万
3054,13,4,13,13,千
2612,64,2,12,12,百
1959,95,9,11,10,十
9943,94,3,4,3,三
3883,89,3,13,13,千
5761,78,10,15,15,亿
5437,48,7,15,15,亿
6522,56,2,1,0,零
